Variable,Index,Run,Cycle,Iteration,Distance,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdingDistance
2,2,6,1000,2,3.915595e+03,8,9859,-3.944118e+03,20.0,0,0,0.23337853093886912
2,2,6,1000,2,3.915595e+03,9,8837,-3.915472e+03,4.0,0,0,0.22036818740597555
2,2,49,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,49,1000,2,3.915595e+03,0,9994,-5.028687e+03,36.0,3000,0,Infinity
2,2,49,1000,2,3.915595e+03,1,9909,-3.915472e+03,-5.0,0,0,Infinity
2,2,49,1000,2,3.915595e+03,2,9121,-5.028687e+03,36.0,3000,0,Infinity
2,2,49,1000,2,3.915595e+03,3,8623,-3.915472e+03,-5.0,0,0,Infinity
2,2,49,1000,2,3.915595e+03,4,5950,-4.027384e+03,27.0,320,0,1.0214206566659123
2,2,49,1000,2,3.915595e+03,5,9988,-3.936691e+03,16.0,0,0,0.3543058540921175
2,2,49,1000,2,3.915595e+03,6,9500,-3.960916e+03,22.0,0,0,0.3497626324028243
2,2,49,1000,2,3.915595e+03,7,9841,-3.915472e+03,4.0,0,0,0.3450525149676392
2,2,49,1000,2,3.915595e+03,8,8895,-3.919468e+03,9.0,0,0,0.31174353994345555
2,2,49,1000,2,3.915595e+03,9,9867,-4.027384e+03,27.0,320,0,0.2792209742743308
2,2,27,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,27,1000,2,3.915677e+03,0,9425,-3.915472e+03,4.0,0,0,Infinity
2,2,27,1000,2,3.915677e+03,1,7746,-3.915472e+03,4.0,0,0,Infinity
2,2,27,1000,2,3.915677e+03,2,6111,-5.028632e+03,36.0,3000,0,Infinity
2,2,27,1000,2,3.915677e+03,3,5314,-4.027384e+03,27.0,320,0,1.0244644717967994
2,2,27,1000,2,3.915677e+03,4,9853,-4.027384e+03,27.0,320,0,0.3221818839659633
2,2,27,1000,2,3.915677e+03,5,8958,-3.936673e+03,16.0,0,0,0.2932202615457232
2,2,27,1000,2,3.915677e+03,6,9660,-3.944000e+03,20.0,0,0,0.22735361065440773
2,2,27,1000,2,3.915677e+03,7,8909,-3.930675e+03,11.0,0,0,0.1997056443693401
2,2,27,1000,2,3.915677e+03,8,9837,-3.981821e+03,23.0,0,0,0.1978866354946758
2,2,27,1000,2,3.915677e+03,9,8910,-3.919312e+03,8.0,0,0,0.1943396376847768
2,2,47,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,47,1000,2,3.915595e+03,0,9582,-5.028687e+03,36.0,3000,0,Infinity
2,2,47,1000,2,3.915595e+03,1,9282,-3.915472e+03,-5.0,0,0,Infinity
2,2,47,1000,2,3.915595e+03,2,9124,-4.027384e+03,27.0,320,0,1.235258806840987
2,2,47,1000,2,3.915595e+03,3,9715,-3.915472e+03,4.0,0,0,0.27487461268495317
2,2,47,1000,2,3.915595e+03,4,9169,-3.979398e+03,24.0,0,0,0.2455485435398031
2,2,47,1000,2,3.915595e+03,5,9736,-3.936691e+03,16.0,0,0,0.2378982639914059
2,2,47,1000,2,3.915595e+03,6,9876,-3.944097e+03,20.0,0,0,0.2334854578380646
2,2,47,1000,2,3.915595e+03,7,9989,-3.915472e+03,-3.0,0,0,0.2195121953780516
2,2,47,1000,2,3.915595e+03,8,9845,-3.923629e+03,11.0,0,0,0.15812521355762907
2,2,47,1000,2,3.915595e+03,9,9060,-3.922799e+03,8.0,0,0,0.1536183263852677
2,2,45,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
