Variable,Index,Run,Cycle,Iteration,Distance,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdingDistance
2000,8,12,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,12,1000,2,6.353987e+02,0,9001,-7.964053e+02,36.0,940,0,Infinity
2000,8,12,1000,2,6.353987e+02,1,8557,-6.353586e+02,-51.0,0,0,Infinity
2000,8,12,1000,2,6.353987e+02,2,9064,-7.602058e+02,27.0,610,0,0.49262336597314016
2000,8,12,1000,2,6.353987e+02,3,9335,-6.353602e+02,-29.0,0,0,0.4599067869087969
2000,8,12,1000,2,6.353987e+02,4,7198,-6.353806e+02,-11.0,0,0,0.44741966964845586
2000,8,12,1000,2,6.353987e+02,5,9996,-6.705792e+02,14.0,70,0,0.4464999379628296
2000,8,12,1000,2,6.353987e+02,6,9870,-6.994297e+02,17.0,230,0,0.3703068641607395
2000,8,12,1000,2,6.353987e+02,7,9800,-7.374322e+02,25.0,500,0,0.33564389230417485
2000,8,12,1000,2,6.353987e+02,8,9989,-7.209603e+02,19.0,490,0,0.3279256350909707
2000,8,12,1000,2,6.353987e+02,9,9875,-6.426267e+02,6.0,0,0,0.2730442740642626
2000,8,6,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,6,1000,2,6.355617e+02,0,7951,-7.964570e+02,36.0,940,0,Infinity
2000,8,6,1000,2,6.355617e+02,1,7903,-6.353603e+02,-20.0,0,0,Infinity
2000,8,6,1000,2,6.355617e+02,2,9333,-7.602058e+02,27.0,610,0,0.6220587287182846
2000,8,6,1000,2,6.355617e+02,3,9404,-7.155998e+02,18.0,300,0,0.44365480439815935
2000,8,6,1000,2,6.355617e+02,4,9797,-7.336428e+02,23.0,490,0,0.4376039632423083
2000,8,6,1000,2,6.355617e+02,5,9274,-6.823086e+02,16.0,150,0,0.42457401098320074
